iter,loss,acc
8510,0.201696,0.9416
8520,0.202421,0.9426
8530,0.202005,0.9412
8540,0.201601,0.942
8550,0.204489,0.9408
8560,0.202991,0.9408
8570,0.202422,0.9424
8580,0.202904,0.9412
8590,0.20217,0.9426
8600,0.200496,0.9432
8610,0.200975,0.9429
8620,0.1999,0.9437
8630,0.200442,0.9423
8640,0.200179,0.9423
8650,0.200889,0.9424
8660,0.200696,0.9425
8670,0.200392,0.943
8680,0.19941,0.9425
8690,0.19939,0.9429
8700,0.199243,0.9427
8710,0.199735,0.9425
8720,0.199096,0.9432
8730,0.202464,0.9421
8740,0.200843,0.9422
8750,0.200782,0.9424
8760,0.200081,0.9435
8770,0.200493,0.9419
8780,0.1998,0.9428
8790,0.198787,0.9424
8800,0.198546,0.944
8810,0.199008,0.9437
8820,0.197788,0.944
8830,0.197699,0.944
8840,0.19765,0.9436
8850,0.200151,0.9427
8860,0.199592,0.9433
8870,0.197329,0.9433
8880,0.198597,0.9429
8890,0.197558,0.9427
8900,0.197088,0.9442
8910,0.197516,0.9446
8920,0.196713,0.9439
8930,0.198175,0.9454
8940,0.199633,0.9436
8950,0.196431,0.9427
8960,0.197092,0.9435
8970,0.195103,0.9442
8980,0.194796,0.9445
8990,0.19477,0.9463
9000,0.196183,0.9446
9010,0.195256,0.9446
9020,0.196322,0.9451
9030,0.196441,0.9442
9040,0.196342,0.9443
9050,0.198364,0.9428
9060,0.195592,0.943
9070,0.194837,0.9433
9080,0.194075,0.9432
9090,0.193773,0.9445
9100,0.192764,0.944
9110,0.194414,0.9434
9120,0.194744,0.9443
9130,0.195357,0.9445
9140,0.192098,0.9451
9150,0.192123,0.9455
9160,0.194479,0.9443
9170,0.192461,0.9452
9180,0.19266,0.9438
9190,0.192176,0.9452
9200,0.192003,0.9461
9210,0.191708,0.9453
9220,0.191916,0.9454
9230,0.193808,0.9429
9240,0.191804,0.9448
9250,0.193738,0.9429
9260,0.192485,0.9439
9270,0.191129,0.9451
9280,0.192606,0.9434
9290,0.192109,0.9436
9300,0.191305,0.9453
9310,0.193638,0.9443
9320,0.193337,0.9439
9330,0.193265,0.9448
9340,0.191917,0.9442
9350,0.189812,0.946
9360,0.190898,0.9449
9370,0.191262,0.9451
9380,0.19106,0.9465
9390,0.194333,0.9442
9400,0.192086,0.9452
9410,0.191615,0.9461
9420,0.190777,0.9441
9430,0.190057,0.944
9440,0.189033,0.9459
9450,0.190612,0.9461
9460,0.189104,0.9461
9470,0.188114,0.9463
9480,0.188807,0.9467
9490,0.188147,0.946
9500,0.188161,0.9468
9510,0.189334,0.9476
9520,0.189082,0.947
9530,0.189531,0.9464
9540,0.189474,0.9456
9550,0.187433,0.9458
9560,0.188232,0.9464
9570,0.187666,0.9456
9580,0.189198,0.9443
9590,0.188239,0.947
9600,0.18719,0.9467
9610,0.18656,0.9462
9620,0.18864,0.9453
9630,0.189216,0.9447
9640,0.190034,0.945
9650,0.187414,0.9461
9660,0.187082,0.9467
9670,0.186611,0.9478
9680,0.186436,0.9466
9690,0.186377,0.9457
9700,0.185915,0.9473
9710,0.188195,0.9457
9720,0.18719,0.9463
9730,0.189148,0.9458
9740,0.185859,0.9473
9750,0.187793,0.9464
9760,0.18574,0.9466
9770,0.188439,0.9454
9780,0.185115,0.9477
9790,0.186851,0.9472
9800,0.18642,0.9471
9810,0.184317,0.9466
9820,0.185387,0.9462
9830,0.185131,0.9474
9840,0.184192,0.947
9850,0.187277,0.9469
9860,0.186189,0.9464
9870,0.184352,0.9465
9880,0.187798,0.9466
9890,0.184573,0.9468
9900,0.184761,0.9469
9910,0.18482,0.9464
9920,0.1844,0.9479
9930,0.184146,0.9471
9940,0.184802,0.9475
9950,0.183379,0.9474
9960,0.182968,0.9481
9970,0.183784,0.9451
9980,0.183409,0.9471
9990,0.183062,0.9474
10000,0.183503,0.9475
10010,0.183368,0.9473
10020,0.182092,0.9481
10030,0.181804,0.9467
10040,0.182525,0.9485
10050,0.182695,0.9471
10060,0.183348,0.9476
10070,0.182718,0.9489
10080,0.183668,0.9481
10090,0.182401,0.9474
10100,0.184063,0.9456
10110,0.183783,0.9469
10120,0.185041,0.9479
10130,0.182435,0.9473
10140,0.183578,0.9474
10150,0.182964,0.9473
10160,0.181272,0.9478
10170,0.181602,0.9467
10180,0.18134,0.9484
10190,0.180794,0.9493
10200,0.180892,0.9478
10210,0.180362,0.9477
10220,0.180877,0.9477
10230,0.18086,0.949
10240,0.18049,0.9487
10250,0.181175,0.9485
10260,0.181316,0.9482
10270,0.180216,0.9477
10280,0.179268,0.9487
10290,0.181473,0.9484
10300,0.180158,0.9481
10310,0.179039,0.9488
10320,0.182567,0.9477
10330,0.180238,0.9487
10340,0.180438,0.948
10350,0.179445,0.9489
10360,0.177795,0.9489
10370,0.180316,0.9475
10380,0.177796,0.9482
10390,0.178042,0.9486
10400,0.179351,0.9494
10410,0.178696,0.949
10420,0.181221,0.9481
10430,0.179464,0.9489
10440,0.179781,0.9483
10450,0.178296,0.949
10460,0.176895,0.9494
10470,0.178144,0.949
10480,0.178579,0.9485
10490,0.177734,0.9485
10500,0.178426,0.9486
10510,0.176745,0.949
10520,0.176806,0.9492
10530,0.177532,0.9484
10540,0.176761,0.9498
10550,0.178599,0.9495
10560,0.178195,0.9493
10570,0.175944,0.9498
10580,0.177719,0.9486
10590,0.175493,0.9486
10600,0.176924,0.9486
10610,0.176159,0.949
10620,0.177532,0.9493
10630,0.177582,0.9493
10640,0.176314,0.9497
10650,0.177311,0.9493
10660,0.176577,0.9502
10670,0.176307,0.9497
10680,0.175591,0.9496
10690,0.175285,0.9506
10700,0.17486,0.9491
10710,0.175666,0.9503
10720,0.175426,0.9489
10730,0.17475,0.9498
10740,0.176564,0.9497
10750,0.174182,0.9498
10760,0.176541,0.9476
10770,0.175078,0.9483
10780,0.173628,0.9498
10790,0.174853,0.9493
10800,0.175318,0.9492
10810,0.174104,0.9493
10820,0.174407,0.9486
10830,0.174786,0.9501
10840,0.175074,0.95
10850,0.175904,0.95
10860,0.174973,0.9498
10870,0.173343,0.9504
